-0.32915	-0.25773	-0.24002	-0.23294	-0.22567	-0.22289	-0.22117	-0.21644	-0.20611	-0.17889
-0.67363	-0.66416	-0.65199	-0.64312	-0.64198	-0.63186	-0.61814	-0.6144	-0.58899	-0.58507
-0.41925	-0.38033	-0.33061	-0.32416	-0.28746	-0.27097	-0.26647	-0.26165	-0.25196	-0.24293
-0.33045	-0.25318	-0.23724	-0.22826	-0.22409	-0.22199	-0.21756	-0.21529	-0.20795	-0.17884
-0.28452	-0.27613	-0.26915	-0.254	-0.25077	-0.23788	-0.23414	-0.22499	-0.21818	-0.20158
-0.3986	-0.35765	-0.30169	-0.29372	-0.26806	-0.26154	-0.25526	-0.25141	-0.24261	-0.22718
-0.17477	-0.1099	-0.029127	-0.015541	-6.7176e-05	0.031828	0.042119	0.051736	0.063957	0.092398
-0.65755	-0.63564	-0.61278	-0.59617	-0.55527	-0.52027	-0.50895	-0.47674	-0.43367	-0.42159
-0.44104	-0.42033	-0.40865	-0.39801	-0.3801	-0.34858	-0.32094	-0.31627	-0.29369	-0.27387
-0.17596	-0.11126	-0.031553	-0.014939	0.0011124	0.03803	0.041528	0.052922	0.065468	0.090235
-0.27823	-0.25148	-0.22897	-0.21729	-0.1654	-0.1401	-0.12372	-0.092529	-0.075285	-0.028189
-0.44088	-0.40598	-0.3906	-0.3816	-0.36539	-0.32859	-0.30636	-0.28391	-0.28012	-0.26219
-0.26072	-0.24681	-0.23637	-0.22645	-0.2203	-0.21402	-0.21357	-0.20635	-0.19824	-0.18865
-0.91093	-0.90594	-0.8983	-0.89511	-0.89159	-0.88715	-0.86516	-0.86427	-0.84095	-0.83783
-0.54408	-0.44044	-0.40481	-0.39238	-0.38287	-0.35594	-0.34347	-0.33427	-0.30721	-0.29157
-0.21327	-0.16438	-0.10413	-0.081953	-0.068095	-0.052648	-0.040679	-0.034921	-0.027586	-0.012256
-0.91094	-0.90567	-0.89526	-0.88816	-0.87279	-0.86467	-0.83146	-0.82376	-0.81813	-0.80596
-0.48495	-0.45605	-0.44378	-0.42138	-0.40637	-0.39241	-0.38288	-0.35619	-0.33427	-0.30726
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
19.962	21.811	22.982	24.131	24.247	24.905	28.218	28.838	29.384	32.591
-4.86	-3.42	-2.78	-2.7	-1.25	0.22	0.775	0.9875	1.3286	2.3714
-5.0312	-2.4689	-1.7053	-1.3315	-0.9567	-0.39742	0.086812	1.3682	1.7088	1.933
-2.0804	-1.1388	-0.73519	-0.3088	-0.030347	0.04306	0.077979	0.41529	0.4924	0.63311
6.043	18.423	38.078	46.98	72.442	99.882	113.35	138.26	182.8	214.21
16.436	20.35	23.376	27.842	42.352	47.155	56.606	62.157	79.2	81.233
-4.25	-2.8	-1.4429	-1.2	-1.07	0.079999	0.5	0.65	1.65	2.18
-4.2159	-1.9955	-1.5951	-0.33204	-0.022046	0.24548	0.48464	0.75106	0.99326	1.0514
-2.1355	-1.8086	-0.91943	-0.5235	-0.40246	-0.087749	0.21089	0.27285	0.61222	0.8625
5.003	9.4513	19.884	23.638	44.968	45.192	65.034	74.062	89.082	114.92
14.044	18.308	21.456	24.542	26.88	34.352	36.418	42.752	49.99	52.918
-4.84	-3.7	-3.25	-2.54	-1.2	0.32	0.62	1.3	1.8125	2.2
-5.6742	-4.8484	-3.6753	-1.2106	-1.0601	-0.32654	0.41691	0.75311	1.2336	1.5214
-2.4474	-1.3991	-1.1618	-0.77937	-0.49255	-0.33588	-0.18118	0.18471	0.64511	0.9508
7.629	10.377	31.852	69.003	92.156	120.16	139.15	159.01	181.7	222.35
11.672	19.042	20.78	34.58	45.564	46.438	68.965	92.079	102.18	136.5
-12.471	-4.84	-4.26	-3.4	-1.2	-0.4	0.32	0.61	1.3	1.6625
-10.726	-4.8484	-3.768	-3.3242	-1.1226	-0.32902	0.73944	0.81281	1.5196	2.0339
-8.8978	-3.6923	-2.4573	-1.2313	-0.87697	-0.31619	0.14744	0.25306	0.77362	1.0249
7.4909	23.8	63.607	69.003	119.48	159.01	214.48	227.65	366.91	753.17
19.085	19.788	32.67	41.82	45.568	74.361	142.83	168.7	198.85	448.36
-4.88	-3.2	-2.9	-2.1667	-1.275	0.12	0.1625	0.77	1.1625	2.5429
-4.5038	-4.1727	-1.5728	-1.1767	-0.33602	-0.066142	0.50202	0.7341	1.9602	2.6408
-2.6674	-1.2987	-1.2068	-0.74536	0.064197	0.21417	0.26818	0.40576	0.47685	0.6402
7.07	35.27	59.437	90.274	91.075	113.44	127.46	156.9	174.22	229.9
15.548	24.876	37.621	41.552	46.308	54.87	69.726	73.974	106.11	117.72
-20.767	-16.65	-7.9	-3.38	-2.99	0.18	2.17	2.3	2.96	4.6
-15.415	-8.6062	-5.3846	-3.0564	-2.2521	-1.8951	-1.2711	-0.13179	0.32477	2.7793
-10.287	-8.0962	-4.5345	-2.5109	-1.7055	-0.25358	0.47325	0.95805	1.1217	1.1989
59.074	112.85	148.67	181.62	207.16	276.33	343.44	591.16	841.18	1598.8
46.03	91.236	118.6	121.84	217.14	260.1	399.9	464.81	793.42	1492.2
