-672.45	-442.18	-336.72	-335.5	-249.85	152.13	320.11	336.1	348.22	498.09
-88.131	-56.352	-50.929	-27.859	-25.108	8.7604	25.942	35.72	52.398	63.811
-174.05	-113.16	-89.114	-47.153	-41.833	5.8019	45.621	56.635	89.872	135.97
93871	1.0995e+05	1.1524e+05	1.1649e+05	1.2372e+05	1.2445e+05	1.5694e+05	2.4292e+05	3.5103e+05	4.6546e+05
-608.28	-402.68	-336.7	-335.17	-246.79	149.23	310.31	335.99	345.68	492.5
-87.861	-54.484	-50.816	-27.469	-23.211	3.25	26.093	32.747	51.942	62.748
-174.59	-105.18	-87.793	-47.235	-41.142	12.442	43.532	48.753	89.647	132.68
80186	1.0732e+05	1.1524e+05	1.1649e+05	1.2372e+05	1.2409e+05	1.5342e+05	2.4404e+05	3.1876e+05	4.5504e+05
-672.09	-421.48	-336.77	-335.8	-245.35	157.26	323.1	336.18	341.65	507.3
-88.239	-54.835	-49.242	-26.788	-22.337	6.1778	25.931	28.982	52.342	60.233
-162.58	-104.8	-88.332	-47.321	-42.114	15.694	44.006	50.917	89.484	128.99
87977	1.0832e+05	1.1577e+05	1.1644e+05	1.2361e+05	1.2455e+05	1.5604e+05	2.4079e+05	3.3959e+05	4.545e+05
-118.82	-84.255	-67.377	-53.068	-37.209	13.392	36.557	47.952	67.344	85.893
-19.378	-13.442	-10.788	-6.8284	-5.3266	-3.8225	-1.1814	2.5748	5.4722	9.8484
-35.998	-22.647	-14.942	-10.952	-8.5047	-1.3055	5.7306	8.2501	11.139	17.503
11103	12095	16777	20622	23157	24808	30822	40873	54774	71698
1.1755e-39	1.6793e-39	2.351e-39	2.9387e-39	3.9183e-39	32.304	48.109	63.169	80.535	110.99
1.4694e-39	2.351e-39	2.9387e-39	3.9183e-39	2.6952	4.7481	5.7168	7.5809	12.391	16.014
1.1755e-39	1.6793e-39	2.351e-39	2.9387e-39	3.9183e-39	5.2376	9.3913	11.296	17.749	27.862
11619	15505	20602	23263	26777	30996	33959	41282	60900	89665
