1.4522e+05	2.2817e+05	2.5453e+05	2.7194e+05	2.8602e+05	3.0164e+05	3.1162e+05	3.4405e+05	3.71e+05	4.1964e+05
1.1988e+05	1.6512e+05	1.7265e+05	1.8308e+05	1.9048e+05	2.1552e+05	2.3123e+05	2.6334e+05	2.9709e+05	3.2214e+05
1.7421e+05	2.0961e+05	2.4106e+05	2.6064e+05	2.7414e+05	2.8393e+05	3.0659e+05	3.3374e+05	3.6514e+05	4.8435e+05
54704	84327	1.0259e+05	1.1432e+05	1.2046e+05	1.3422e+05	1.5541e+05	1.7313e+05	2.0313e+05	3.7862e+05
1.6686e+05	2.0616e+05	2.7428e+05	2.9365e+05	3.0976e+05	3.1737e+05	3.3049e+05	3.4707e+05	3.7497e+05	3.8982e+05
51801	73262	1.017e+05	1.1591e+05	1.2782e+05	1.5922e+05	1.7978e+05	1.9148e+05	2.171e+05	2.5963e+05
20709	35981	45670	70676	85318	1.0355e+05	1.245e+05	1.7621e+05	1.952e+05	2.6825e+05
5116	18442	34341	61271	82555	97329	1.0993e+05	1.2808e+05	1.6471e+05	2.04e+05
1.3909e+05	1.8517e+05	2.5681e+05	2.7143e+05	2.9333e+05	3.0135e+05	3.1766e+05	3.471e+05	3.6666e+05	4.2326e+05
1.023e+05	1.5735e+05	1.7069e+05	1.8288e+05	1.8883e+05	2.128e+05	2.3636e+05	2.6752e+05	3.0211e+05	3.2444e+05
1.5161e+05	1.9928e+05	2.3918e+05	2.5867e+05	2.7452e+05	2.8478e+05	3.0679e+05	3.3922e+05	3.5456e+05	4.6815e+05
55573	77750	98832	1.0939e+05	1.2303e+05	1.3058e+05	1.5822e+05	1.6947e+05	2.1176e+05	3.7573e+05
1.5649e+05	2.0426e+05	2.7247e+05	2.8407e+05	3.0598e+05	3.1696e+05	3.2642e+05	3.4343e+05	3.6898e+05	3.9652e+05
56222	85479	96323	1.1528e+05	1.2838e+05	1.6221e+05	1.8871e+05	2.0405e+05	2.206e+05	2.6587e+05
26589	36303	49246	70602	90323	1.0572e+05	1.3043e+05	1.5698e+05	1.9368e+05	2.7257e+05
5937.3	16416	34432	66367	89128	1.0736e+05	1.1847e+05	1.4244e+05	1.715e+05	2.0119e+05
1.3989e+05	2.2486e+05	2.5842e+05	2.7887e+05	2.9074e+05	3.0164e+05	3.1325e+05	3.4692e+05	3.7171e+05	4.1492e+05
1.1734e+05	1.6271e+05	1.7804e+05	1.8305e+05	1.9677e+05	2.1612e+05	2.2932e+05	2.601e+05	3.0773e+05	3.3038e+05
1.7931e+05	2.1159e+05	2.4536e+05	2.6689e+05	2.8025e+05	2.951e+05	3.1271e+05	3.3778e+05	3.6219e+05	4.7949e+05
58918	85811	1.0035e+05	1.123e+05	1.2556e+05	1.3418e+05	1.5492e+05	1.7394e+05	1.9342e+05	3.6089e+05
1.6523e+05	1.9878e+05	2.753e+05	3.0055e+05	3.1064e+05	3.175e+05	3.3189e+05	3.4821e+05	3.7033e+05	3.949e+05
49302	68514	98445	1.1768e+05	1.3416e+05	1.5391e+05	1.8286e+05	1.8827e+05	1.9829e+05	2.3964e+05
21534	36923	52052	68467	81586	1.046e+05	1.2443e+05	1.6493e+05	2.0342e+05	2.5093e+05
4780.6	18561	38281	52378	66035	94009	1.0965e+05	1.3454e+05	1.6459e+05	2.0426e+05
17632	24994	30421	35039	42547	50541	57287	63443	71325	79894
13205	17720	21106	27470	30730	34318	42172	46651	55018	59417
19535	24351	30322	36898	43156	47579	52604	61487	73606	82144
7721.8	11155	12432	16131	17916	20704	24815	29396	38560	54772
20616	27942	31860	36346	46264	52113	62576	67282	76613	85471
5777.8	7894.7	10329	13001	17930	22917	27746	31834	37977	42506
2055.4	4204	6615.9	9512.9	11368	13841	18581	21455	29210	42942
380.24	1466.8	3515.3	4607.5	7875.6	12254	15994	21052	27431	34458
25900	33484	36869	40862	46797	54014	59628	68313	75622	83458
19595	23164	27390	32539	35608	38656	45343	51682	57874	61732
27786	31624	36648	42791	49542	52555	58043	64040	77265	91377
11363	14211	15390	20518	23038	27008	31826	36670	42583	60858
28253	32286	37455	43178	54518	57271	65802	73850	83264	91969
11966	13703	17104	22041	26060	30648	35955	40288	46816	54418
5604.1	7879.7	11158	13159	17535	21202	26876	34651	37920	45798
3628.5	6147.4	9171	13044	15181	23630	27748	30279	36238	43034
