124	158	195	249	253	305	394	395	405	405
246	283	287	296	298	310	315	361	366	366
197	234	281	341	343	408	467	481	484	498
345	372	391	410	412	414	424	426	426	426
0	0.9449	0.9716	0.9958	0.9991	1.0018	1.0037	1.0083	1.0095	1.0128
-0.006	-0.0023	0	0.0017	0.0028	0.0037	0.0076	0.0119	0.0128	0.0154
-0.0201	-0.0058	0	0.0003	0.0018	0.0034	0.0036	0.0049	0.006	0.0077
0	0.7417	0.9803	0.9936	0.9971	0.998	0.999	1.0003	1.0021	1.0036
0	4.7051	6.3276	7.9216	8.6743	9.3791	9.8072	10.111	10.233	10.7
0	5.6728	8.5395	9.812	10	10.487	10.856	11.52	12.934	13.618
-388.41	-387.02	-306.19	-197.24	-53.193	-52.059	-51.728	-40.047	130.77	284.07
280.24	285.02	285.26	307.48	308.37	312.79	333.52	337.08	338.73	341.12
51.633	52.393	54.869	98.155	99.008	100.75	140.81	141.65	142.16	153.25
-1.6588	-0.16993	-0.081043	-0.048492	-0.022717	-0.0021179	0.037427	0.065891	0.14763	0.26057
-1.1755	-0.48808	-0.093384	-0.037134	-0.012856	0.0031189	0.020777	0.049902	0.12161	0.53782
-1.3551	-0.27745	-0.12076	-0.060319	-0.018809	0.014885	0.048578	0.10536	0.23974	0.44094
0.017815	0.043184	0.070574	0.1168	0.23117	0.32433	1.4506	5.3494	50.276	379.59
0.2087	0.29354	0.40523	0.59154	0.74462	2.0703	4.1807	43.038	299.4	676.84
